,image,transforms,set,label
3131,100008100_raff_rot_rshrp.png,raff_rot_rshrp,train,Vollguss/Pickelloch belueftet
3132,100060500_blur_fliph_raff.png,blur_fliph_raff,train,Gussbeton/Pickelloch belueftet
3133,100083200_fliph_pers_raff.png,fliph_pers_raff,train,Gussbeton/Pickelloch belueftet
3134,100097600_blur_raff_rot.png,blur_raff_rot,train,Gussbeton/Handgriff mitte
3137,100183600_fliph_flipv_orig.png,fliph_flipv_orig,train,"Vollguss/Handgriff geschlossen, verschraubt"
3138,100032200_fliph_pers_rot.png,fliph_pers_rot,train,Vollguss/Pickelloch geschlossen
3139,100115800_blur_rcont_rcrop.png,blur_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
3140,100157900_pers_rcrop_rshrp.png,pers_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
3141,100163100_orig_rinv_rshrp.png,orig_rinv_rshrp,train,Vollguss/Pickelloch belueftet
3142,100174600_orig_rcrop_rot.png,orig_rcrop_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3143,100059700_orig_rot_rshrp.png,orig_rot_rshrp,train,Vollguss/Aufklappbar
3144,100107100_jit_pers_raff.png,jit_pers_raff,train,Rost/Einlauf rund
3145,100108400_fliph_orig_pers.png,fliph_orig_pers,train,Gussbeton/Handgriff mitte
3146,100186700_orig_rcont_rshrp.png,orig_rcont_rshrp,train,Gussbeton/Handgriff seitlich
3147,100098700_flipv_pers_rot.png,flipv_pers_rot,train,Rost/Strassenrost
3148,100126100_fliph_pers_rinv.png,fliph_pers_rinv,train,Vollguss/Pickelloch geschlossen
3149,100178800_blur_flipv_pers.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
3150,100011900_blur_raff_rcrop.png,blur_raff_rcrop,train,Vollguss/Pickelloch belueftet
3151,100181100_rcrop_rinv_rshrp.png,rcrop_rinv_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3153,100038500_blur_jit_pers.png,blur_jit_pers,train,Rost/Strassenrost
3154,100110600_flipv_pers_raff.png,flipv_pers_raff,train,Gussbeton/Pickelloch belueftet
3155,100087200_flipv_pers_rinv.png,flipv_pers_rinv,train,Gussbeton/Pickelloch belueftet
3156,100163000_blur_orig_rcrop.png,blur_orig_rcrop,train,Gussbeton/Pickelloch geschlossen
3157,100133500_blur_jit_rshrp.png,blur_jit_rshrp,train,Gussbeton/Handgriff mitte
3158,100146800_flipv_jit_rshrp.png,flipv_jit_rshrp,train,Andere/-
3159,100069900_flipv_rcont_rot.png,flipv_rcont_rot,train,Rost/Einlauf rund
3160,100115800_fliph_jit_rinv.png,fliph_jit_rinv,train,Vollguss/Pickelloch geschlossen
3161,100029900_rcont_rcrop_rot.png,rcont_rcrop_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3163,100151400_fliph_raff_rcrop.png,fliph_raff_rcrop,train,Rost/Einlauf rund
3164,100129700_blur_fliph_jit.png,blur_fliph_jit,train,Vollguss/Aufklappbar
3165,100088500_jit_pers_rshrp.png,jit_pers_rshrp,train,Gussbeton/Handgriff seitlich
3166,100107100_fliph_flipv_rcont.png,fliph_flipv_rcont,train,Rost/Einlauf rund
3168,100144000_flipv_pers_rinv.png,flipv_pers_rinv,train,Vollguss/Aufklappbar
3169,100059700_jit_raff_rshrp.png,jit_raff_rshrp,train,Vollguss/Aufklappbar
3170,100192600_blur_pers_rcrop.png,blur_pers_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
3171,100051800_flipv_rcrop_rshrp.png,flipv_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
3172,100032800_flipv_pers_rcrop.png,flipv_pers_rcrop,train,Rost/Einlauf rund
3173,100057500_fliph_rcont_rcrop.png,fliph_rcont_rcrop,train,Vollguss/Pickelloch belueftet
3174,100075800_jit_raff_rinv.png,jit_raff_rinv,train,Gussbeton/Pickelloch belueftet
3175,100007700_orig_rcont_rinv.png,orig_rcont_rinv,train,Gussbeton/Pickelloch belueftet
3176,100124000_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Gussbeton/Pickelloch belueftet
3177,100075300_blur_orig_rot.png,blur_orig_rot,train,Vollguss/Handgriff geschlossen
3178,100186100_jit_orig_rcrop.png,jit_orig_rcrop,train,Andere/-
3179,100174800_fliph_flipv_rcont.png,fliph_flipv_rcont,train,Vollguss/Pickelloch geschlossen
3180,100021300_jit_raff_rot.png,jit_raff_rot,train,Vollguss/Handgriff geschlossen
3181,100052000_blur_rcrop_rot.png,blur_rcrop_rot,train,Rost/Einlauf rund
3183,100139400_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
3184,100017400_blur_orig_pers.png,blur_orig_pers,train,Gussbeton/Pickelloch geschlossen
3185,100215100_fliph_orig_rshrp.png,fliph_orig_rshrp,train,Vollguss/Aufklappbar
3186,100011900_blur_flipv_rinv.png,blur_flipv_rinv,train,Vollguss/Pickelloch belueftet
3187,100122100_flipv_jit_raff.png,flipv_jit_raff,train,Vollguss/Pickelloch belueftet
3188,100135300_blur_rcrop_rshrp.png,blur_rcrop_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3189,100019000_orig_rcont_rcrop.png,orig_rcont_rcrop,train,Gussbeton/Handgriff mitte
3190,100013500_flipv_jit_rot.png,flipv_jit_rot,train,Gussbeton/Handgriff seitlich
3191,100100900_jit_orig_rshrp.png,jit_orig_rshrp,train,Vollguss/Handgriff geschlossen
3192,100003300_jit_pers_raff.png,jit_pers_raff,train,Vollguss/Handgriff geschlossen
3193,100007100_orig_raff_rshrp.png,orig_raff_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3194,100020600_flipv_pers_rcont.png,flipv_pers_rcont,train,Vollguss/Handgriff geschlossen
3195,100207900_blur_fliph_pers.png,blur_fliph_pers,train,Gussbeton/Handgriff mitte
3196,100032400_fliph_rinv_rot.png,fliph_rinv_rot,train,Vollguss/Pickelloch geschlossen
3197,100075600_rcont_rot_rshrp.png,rcont_rot_rshrp,train,Vollguss/Pickelloch geschlossen
3198,100055300_fliph_jit_raff.png,fliph_jit_raff,train,Andere/-
3199,100060500_jit_rcont_rinv.png,jit_rcont_rinv,train,Gussbeton/Pickelloch belueftet
3200,100101900_blur_rcont_rot.png,blur_rcont_rot,train,Vollguss/Pickelloch belueftet
3201,100183900_pers_rcont_rot.png,pers_rcont_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3202,100194500_fliph_orig_rcrop.png,fliph_orig_rcrop,train,Vollguss/Pickelloch geschlossen
3203,100129700_flipv_orig_rinv.png,flipv_orig_rinv,train,Vollguss/Aufklappbar
3204,100183200_flipv_rinv_rshrp.png,flipv_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
3205,100165800_jit_pers_rshrp.png,jit_pers_rshrp,train,Andere/-
3206,100022700_blur_rcont_rinv.png,blur_rcont_rinv,train,Vollguss/Handgriff geschlossen
3207,100004800_fliph_orig_rcont.png,fliph_orig_rcont,train,Vollguss/Handgriff geschlossen
3209,100109800_blur_rcont_rshrp.png,blur_rcont_rshrp,train,Vollguss/Handgriff geschlossen
3210,100190400_jit_raff_rcrop.png,jit_raff_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
3212,100049900_jit_rcrop_rshrp.png,jit_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
3213,100112700_blur_flipv_rshrp.png,blur_flipv_rshrp,train,Vollguss/Aufklappbar
3214,100101200_fliph_raff_rshrp.png,fliph_raff_rshrp,train,Gussbeton/Handgriff seitlich
3215,100178800_pers_rcrop_rinv.png,pers_rcrop_rinv,train,Gussbeton/Handgriff seitlich
3216,100019000_blur_raff_rot.png,blur_raff_rot,train,Gussbeton/Handgriff mitte
3217,100100400_orig_rcrop_rot.png,orig_rcrop_rot,train,Rost/Strassenrost
3218,100216600_fliph_jit_rcrop.png,fliph_jit_rcrop,train,Vollguss/Pickelloch geschlossen
3219,100111800_rcont_rcrop_rot.png,rcont_rcrop_rot,train,Vollguss/Pickelloch belueftet
3220,100097100_flipv_pers_rcont.png,flipv_pers_rcont,train,Gussbeton/Pickelloch geschlossen
3221,100024600_flipv_raff_rshrp.png,flipv_raff_rshrp,train,Gussbeton/Pickelloch belueftet
3222,100065100_rcont_rinv_rshrp.png,rcont_rinv_rshrp,train,Gussbeton/Pickelloch belueftet
3223,100112700_raff_rcont_rinv.png,raff_rcont_rinv,train,Vollguss/Aufklappbar
3224,100059000_blur_rcont_rinv.png,blur_rcont_rinv,train,Vollguss/Pickelloch belueftet
3226,100129700_blur_rcrop_rot.png,blur_rcrop_rot,train,Vollguss/Aufklappbar
3227,100061500_orig_pers_rcrop.png,orig_pers_rcrop,train,Vollguss/Pickelloch belueftet
3228,100103700_flipv_rcont_rshrp.png,flipv_rcont_rshrp,train,Gussbeton/Pickelloch geschlossen
3229,100081400_fliph_rcrop_rshrp.png,fliph_rcrop_rshrp,train,Gussbeton/Pickelloch geschlossen
3231,100207400_flipv_jit_rcrop.png,flipv_jit_rcrop,train,Gussbeton/Pickelloch belueftet
3232,100029300_jit_rcrop_rshrp.png,jit_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
3233,100058500_fliph_orig_rinv.png,fliph_orig_rinv,train,Gussbeton/Handgriff mitte
3234,100064700_rcrop_rinv_rot.png,rcrop_rinv_rot,train,Rost/Strassenrost gewoelbt
3235,100131000_flipv_rcrop_rot.png,flipv_rcrop_rot,train,Rost/Strassenrost
3236,100000000_orig_rcont_rshrp.png,orig_rcont_rshrp,train,Rost/Einlauf rund
3237,100194200_jit_raff_rot.png,jit_raff_rot,train,Gussbeton/Pickelloch geschlossen
3238,100069500_raff_rcont_rinv.png,raff_rcont_rinv,train,Gussbeton/Handgriff mitte
3239,100166000_fliph_pers_rot.png,fliph_pers_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3240,100122700_jit_rcrop_rshrp.png,jit_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
3241,100073200_fliph_orig_raff.png,fliph_orig_raff,train,Vollguss/Pickelloch geschlossen
3242,100215100_raff_rinv_rshrp.png,raff_rinv_rshrp,train,Vollguss/Aufklappbar
3243,100191200_jit_orig_raff.png,jit_orig_raff,train,Gussbeton/Handgriff seitlich
3244,100067400_flipv_rcrop_rshrp.png,flipv_rcrop_rshrp,train,Gussbeton/Pickelloch geschlossen
3245,100027000_fliph_flipv_rinv.png,fliph_flipv_rinv,train,Gussbeton/Handgriff mitte
3246,100124100_flipv_rcont_rinv.png,flipv_rcont_rinv,train,Vollguss/Pickelloch geschlossen
3247,100015200_fliph_rcont_rshrp.png,fliph_rcont_rshrp,train,Gussbeton/Pickelloch belueftet
3248,100144000_blur_jit_rshrp.png,blur_jit_rshrp,train,Vollguss/Aufklappbar
3249,100183600_jit_orig_rinv.png,jit_orig_rinv,train,"Vollguss/Handgriff geschlossen, verschraubt"
3250,100106500_flipv_orig_rinv.png,flipv_orig_rinv,train,Gussbeton/Pickelloch geschlossen
3251,100152900_pers_raff_rcont.png,pers_raff_rcont,train,Rost/Strassenrost
3252,100101200_jit_pers_raff.png,jit_pers_raff,train,Gussbeton/Handgriff seitlich
3253,100050300_blur_flipv_rcrop.png,blur_flipv_rcrop,train,Gussbeton/Pickelloch geschlossen
3254,100114700_fliph_rcont_rot.png,fliph_rcont_rot,train,Gussbeton/Pickelloch geschlossen
3256,100110900_fliph_flipv_rshrp.png,fliph_flipv_rshrp,train,Rost/Einlauf rund
3258,100020100_rcont_rcrop_rshrp.png,rcont_rcrop_rshrp,train,Gussbeton/Pickelloch geschlossen
3259,100158600_fliph_orig_pers.png,fliph_orig_pers,train,Vollguss/Pickelloch belueftet
3260,100173500_blur_raff_rinv.png,blur_raff_rinv,train,Vollguss/Pickelloch geschlossen
3261,100015300_blur_fliph_rshrp.png,blur_fliph_rshrp,train,Andere/-
3262,100180100_flipv_pers_rinv.png,flipv_pers_rinv,train,Rost/Einlauf rund
3263,100045500_blur_flipv_rcont.png,blur_flipv_rcont,train,Rost/Strassenrost gewoelbt
3264,100057200_jit_pers_rshrp.png,jit_pers_rshrp,train,Gussbeton/Handgriff mitte
3265,100211200_flipv_jit_rcont.png,flipv_jit_rcont,train,Rost/Strassenrost gewoelbt
3266,100005300_flipv_rcont_rot.png,flipv_rcont_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3267,100027300_fliph_rinv_rshrp.png,fliph_rinv_rshrp,train,Vollguss/Handgriff geschlossen
3268,100002900_flipv_orig_rinv.png,flipv_orig_rinv,train,Andere/-
3269,100109100_blur_flipv_rshrp.png,blur_flipv_rshrp,train,Andere/-
3270,100142500_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Gussbeton/Pickelloch geschlossen
3271,100160800_flipv_rcont_rinv.png,flipv_rcont_rinv,train,Vollguss/Aufklappbar
3272,100006600_flipv_raff_rcrop.png,flipv_raff_rcrop,train,Rost/Strassenrost gewoelbt
3273,100085000_orig_rinv_rshrp.png,orig_rinv_rshrp,train,Gussbeton/Handgriff seitlich
3274,100144000_blur_orig_rinv.png,blur_orig_rinv,train,Vollguss/Aufklappbar
3276,100100000_blur_fliph_rcont.png,blur_fliph_rcont,train,Rost/Strassenrost gewoelbt
3277,100149600_jit_pers_rshrp.png,jit_pers_rshrp,train,Vollguss/Aufklappbar
3278,100161300_orig_raff_rshrp.png,orig_raff_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3279,100014700_flipv_raff_rot.png,flipv_raff_rot,train,Gussbeton/Handgriff seitlich
3280,100062500_pers_raff_rshrp.png,pers_raff_rshrp,train,Rost/Einlauf rund
3281,100090600_blur_rcrop_rshrp.png,blur_rcrop_rshrp,train,Gussbeton/Pickelloch geschlossen
3282,100170300_jit_rcrop_rshrp.png,jit_rcrop_rshrp,train,Rost/Strassenrost gewoelbt
3283,100069500_fliph_rinv_rot.png,fliph_rinv_rot,train,Gussbeton/Handgriff mitte
3284,100129700_blur_raff_rcont.png,blur_raff_rcont,train,Vollguss/Aufklappbar
3285,100012300_jit_rinv_rot.png,jit_rinv_rot,train,Rost/Strassenrost gewoelbt
3286,100173500_blur_orig_rinv.png,blur_orig_rinv,train,Vollguss/Pickelloch geschlossen
3287,100069500_blur_jit_pers.png,blur_jit_pers,train,Gussbeton/Handgriff mitte
3288,100093800_blur_fliph_rcont.png,blur_fliph_rcont,train,Gussbeton/Pickelloch belueftet
3289,100188300_fliph_orig_pers.png,fliph_orig_pers,train,Vollguss/Pickelloch belueftet
3290,100022200_jit_orig_rinv.png,jit_orig_rinv,train,Andere/-
3291,100144700_rcont_rcrop_rshrp.png,rcont_rcrop_rshrp,train,Rost/Einlauf rund
3292,100079500_fliph_rinv_rot.png,fliph_rinv_rot,train,Vollguss/Pickelloch geschlossen
3293,100100200_blur_orig_rshrp.png,blur_orig_rshrp,train,Gussbeton/Handgriff seitlich
3294,100193800_fliph_pers_rcrop.png,fliph_pers_rcrop,train,Vollguss/Handgriff geschlossen
3295,100129700_pers_rcrop_rshrp.png,pers_rcrop_rshrp,train,Vollguss/Aufklappbar
3296,100107400_raff_rinv_rot.png,raff_rinv_rot,train,Rost/Einlauf rund
3297,100155900_fliph_flipv_rcrop.png,fliph_flipv_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
3298,100052700_jit_rinv_rot.png,jit_rinv_rot,train,Gussbeton/Pickelloch belueftet
3299,100175800_flipv_rcont_rcrop.png,flipv_rcont_rcrop,train,Gussbeton/Handgriff mitte
3300,100138000_fliph_raff_rshrp.png,fliph_raff_rshrp,train,Vollguss/Pickelloch belueftet
3301,100198300_fliph_jit_pers.png,fliph_jit_pers,train,Gussbeton/Pickelloch geschlossen
3302,100187700_blur_raff_rinv.png,blur_raff_rinv,train,Andere/-
3303,100081700_blur_orig_rcrop.png,blur_orig_rcrop,train,Gussbeton/Pickelloch belueftet
3305,100149600_fliph_orig_rot.png,fliph_orig_rot,train,Vollguss/Aufklappbar
3306,100028100_flipv_jit_raff.png,flipv_jit_raff,train,Andere/-
3307,100187200_orig_rinv_rot.png,orig_rinv_rot,train,Vollguss/Pickelloch belueftet
3308,100085700_blur_rcont_rshrp.png,blur_rcont_rshrp,train,Andere/-
3309,100194500_jit_raff_rshrp.png,jit_raff_rshrp,train,Vollguss/Pickelloch geschlossen
3310,100029900_jit_orig_rcont.png,jit_orig_rcont,train,"Vollguss/Handgriff geschlossen, verschraubt"
3311,100166800_orig_rcrop_rot.png,orig_rcrop_rot,train,Rost/Einlauf rund
3312,100054200_flipv_rcont_rcrop.png,flipv_rcont_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
3313,100203400_fliph_rcrop_rshrp.png,fliph_rcrop_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3314,100108400_flipv_rcont_rinv.png,flipv_rcont_rinv,train,Gussbeton/Handgriff mitte
3315,100103500_fliph_pers_rot.png,fliph_pers_rot,train,Rost/Strassenrost
3316,100006600_fliph_orig_rcrop.png,fliph_orig_rcrop,train,Rost/Strassenrost gewoelbt
3317,100064700_jit_pers_rcont.png,jit_pers_rcont,train,Rost/Strassenrost gewoelbt
3319,100202400_fliph_raff_rcont.png,fliph_raff_rcont,train,Vollguss/Handgriff geschlossen
3320,100144000_blur_flipv_orig.png,blur_flipv_orig,train,Vollguss/Aufklappbar
3321,100003000_blur_jit_pers.png,blur_jit_pers,train,Gussbeton/Handgriff seitlich
3322,100108400_orig_pers_rcont.png,orig_pers_rcont,train,Gussbeton/Handgriff mitte
3323,100136700_jit_raff_rot.png,jit_raff_rot,train,Gussbeton/Pickelloch geschlossen
3324,100002600_raff_rcont_rshrp.png,raff_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
3325,100171600_fliph_jit_rshrp.png,fliph_jit_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3327,100093900_blur_fliph_rinv.png,blur_fliph_rinv,train,"Vollguss/Handgriff geschlossen, verschraubt"
3328,100004900_fliph_rcont_rcrop.png,fliph_rcont_rcrop,train,Andere/-
3329,100166000_fliph_rcont_rshrp.png,fliph_rcont_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3330,100053500_jit_orig_rshrp.png,jit_orig_rshrp,train,Rost/Einlauf rund
3331,100099300_fliph_flipv_orig.png,fliph_flipv_orig,train,Rost/Strassenrost gewoelbt
3332,100108100_blur_jit_rinv.png,blur_jit_rinv,train,Vollguss/Pickelloch belueftet
3333,100211200_flipv_orig_rinv.png,flipv_orig_rinv,train,Rost/Strassenrost gewoelbt
3334,100129300_fliph_jit_rinv.png,fliph_jit_rinv,train,Vollguss/Pickelloch geschlossen
3335,100059700_blur_pers_rot.png,blur_pers_rot,train,Vollguss/Aufklappbar
3336,100118800_fliph_rcrop_rot.png,fliph_rcrop_rot,train,Rost/Strassenrost gewoelbt
3337,100088100_pers_rot_rshrp.png,pers_rot_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3338,100003000_orig_pers_rcrop.png,orig_pers_rcrop,train,Gussbeton/Handgriff seitlich
3339,100209500_raff_rot_rshrp.png,raff_rot_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3340,100075800_blur_flipv_rshrp.png,blur_flipv_rshrp,train,Gussbeton/Pickelloch belueftet
3341,100098400_fliph_raff_rcont.png,fliph_raff_rcont,train,Andere/-
3342,100084700_pers_rcont_rcrop.png,pers_rcont_rcrop,train,Gussbeton/Pickelloch belueftet
3343,100200000_raff_rcrop_rshrp.png,raff_rcrop_rshrp,train,Gussbeton/Pickelloch belueftet
3344,100063300_blur_raff_rot.png,blur_raff_rot,train,Rost/Strassenrost
3345,100083300_blur_rcont_rshrp.png,blur_rcont_rshrp,train,Gussbeton/Handgriff seitlich
3346,100048800_blur_jit_rcrop.png,blur_jit_rcrop,train,Vollguss/Pickelloch geschlossen
3347,100209600_fliph_flipv_orig.png,fliph_flipv_orig,train,Rost/Strassenrost
3348,100183300_flipv_raff_rcont.png,flipv_raff_rcont,train,Gussbeton/Pickelloch geschlossen
3349,100102900_flipv_raff_rcont.png,flipv_raff_rcont,train,Rost/Einlauf rund
3350,100132800_blur_rot_rshrp.png,blur_rot_rshrp,train,Vollguss/Pickelloch geschlossen
3351,100146900_blur_raff_rinv.png,blur_raff_rinv,train,Vollguss/Handgriff geschlossen
3352,100108600_blur_orig_rshrp.png,blur_orig_rshrp,train,Gussbeton/Pickelloch belueftet
3353,100145700_jit_raff_rcont.png,jit_raff_rcont,train,Rost/Strassenrost
3354,100032800_orig_rcont_rcrop.png,orig_rcont_rcrop,train,Rost/Einlauf rund
3355,100053200_blur_jit_rinv.png,blur_jit_rinv,train,Gussbeton/Pickelloch belueftet
3356,100093900_fliph_orig_rcrop.png,fliph_orig_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
3357,100181300_blur_fliph_rinv.png,blur_fliph_rinv,train,Vollguss/Handgriff geschlossen
3358,100048500_orig_rcrop_rot.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
3359,100014200_blur_flipv_rcont.png,blur_flipv_rcont,train,Gussbeton/Handgriff seitlich
3360,100009000_rcont_rinv_rshrp.png,rcont_rinv_rshrp,train,Rost/Strassenrost gewoelbt
3361,100021500_pers_rinv_rshrp.png,pers_rinv_rshrp,train,Gussbeton/Pickelloch belueftet
3362,100094600_blur_jit_rinv.png,blur_jit_rinv,train,Vollguss/Handgriff geschlossen
3363,100011400_pers_raff_rcrop.png,pers_raff_rcrop,train,Vollguss/Handgriff geschlossen
3364,100089200_flipv_rinv_rot.png,flipv_rinv_rot,train,Andere/-
3365,100007100_fliph_rcont_rot.png,fliph_rcont_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3366,100185900_raff_rinv_rshrp.png,raff_rinv_rshrp,train,Vollguss/Pickelloch belueftet
3367,100105600_blur_orig_rcrop.png,blur_orig_rcrop,train,Gussbeton/Handgriff seitlich
3368,100082700_jit_orig_rcont.png,jit_orig_rcont,train,Vollguss/Pickelloch geschlossen
3369,100040200_rcrop_rinv_rot.png,rcrop_rinv_rot,train,Andere/-
3370,100202900_flipv_pers_rinv.png,flipv_pers_rinv,train,Gussbeton/Handgriff seitlich
3372,100067100_pers_rinv_rshrp.png,pers_rinv_rshrp,train,Rost/Strassenrost
3373,100109000_blur_jit_rot.png,blur_jit_rot,train,Rost/Strassenrost gewoelbt
3374,100159600_blur_fliph_orig.png,blur_fliph_orig,train,Andere/-
3375,100005400_jit_raff_rot.png,jit_raff_rot,train,Andere/-
3376,100110100_fliph_pers_raff.png,fliph_pers_raff,train,Gussbeton/Pickelloch geschlossen
3377,100138600_blur_orig_rinv.png,blur_orig_rinv,train,Rost/Strassenrost
3378,100168500_orig_rcont_rot.png,orig_rcont_rot,train,Gussbeton/Pickelloch belueftet
3379,100009100_flipv_jit_rcrop.png,flipv_jit_rcrop,train,Rost/Einlauf rund
3380,100005700_fliph_jit_rcrop.png,fliph_jit_rcrop,train,Andere/-
3381,100029300_orig_rcont_rshrp.png,orig_rcont_rshrp,train,Gussbeton/Handgriff seitlich
3382,100043400_blur_jit_rinv.png,blur_jit_rinv,train,Vollguss/Handgriff geschlossen
3383,100126800_flipv_rinv_rot.png,flipv_rinv_rot,train,Rost/Einlauf rund
3384,100026700_fliph_flipv_rcont.png,fliph_flipv_rcont,train,Vollguss/Pickelloch belueftet
3385,100183400_fliph_jit_rshrp.png,fliph_jit_rshrp,train,Andere/-
3386,100155200_orig_pers_rcrop.png,orig_pers_rcrop,train,Vollguss/Pickelloch geschlossen
3387,100189200_flipv_orig_rcont.png,flipv_orig_rcont,train,Vollguss/Handgriff geschlossen
3388,100046400_flipv_orig_rcrop.png,flipv_orig_rcrop,train,Gussbeton/Pickelloch geschlossen
3389,100076600_pers_rot_rshrp.png,pers_rot_rshrp,train,Gussbeton/Handgriff seitlich
3390,100034000_rcont_rcrop_rinv.png,rcont_rcrop_rinv,train,Gussbeton/Pickelloch geschlossen
3391,100122400_orig_rcrop_rot.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
3392,100005300_blur_raff_rcrop.png,blur_raff_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
3393,100135300_pers_rcont_rot.png,pers_rcont_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3394,100200000_orig_pers_rinv.png,orig_pers_rinv,train,Gussbeton/Pickelloch belueftet
3395,100212800_blur_fliph_rshrp.png,blur_fliph_rshrp,train,Gussbeton/Pickelloch geschlossen
3396,100009200_blur_jit_orig.png,blur_jit_orig,train,Gussbeton/Pickelloch belueftet
3397,100131500_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Vollguss/Pickelloch geschlossen
3398,100187200_jit_pers_rcrop.png,jit_pers_rcrop,train,Vollguss/Pickelloch belueftet
3399,100147900_blur_fliph_jit.png,blur_fliph_jit,train,Gussbeton/Handgriff mitte
3400,100104500_orig_pers_rcrop.png,orig_pers_rcrop,train,Gussbeton/Handgriff seitlich
3401,100178100_blur_flipv_raff.png,blur_flipv_raff,train,Gussbeton/Pickelloch geschlossen
3402,100165400_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
3403,100052400_blur_pers_rcont.png,blur_pers_rcont,train,Vollguss/Handgriff geschlossen
3404,100029300_flipv_jit_rcrop.png,flipv_jit_rcrop,train,Gussbeton/Handgriff seitlich
3405,100155800_rcrop_rinv_rot.png,rcrop_rinv_rot,train,Vollguss/Pickelloch geschlossen
3406,100187200_blur_fliph_rinv.png,blur_fliph_rinv,train,Vollguss/Pickelloch belueftet
3407,100026300_flipv_rinv_rot.png,flipv_rinv_rot,train,Andere/-
3408,100155100_blur_fliph_jit.png,blur_fliph_jit,train,Rost/Einlauf rund
3409,100068700_raff_rcrop_rshrp.png,raff_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
3410,100174600_blur_pers_rshrp.png,blur_pers_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
3412,100199600_fliph_orig_raff.png,fliph_orig_raff,train,Gussbeton/Handgriff mitte
3413,100090100_orig_raff_rinv.png,orig_raff_rinv,train,Vollguss/Pickelloch belueftet
3414,100046900_jit_pers_raff.png,jit_pers_raff,train,"Vollguss/Handgriff geschlossen, verschraubt"
3415,100055300_flipv_jit_rshrp.png,flipv_jit_rshrp,train,Andere/-
3416,100130400_blur_rcont_rot.png,blur_rcont_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
3417,100025700_blur_orig_rshrp.png,blur_orig_rshrp,train,Rost/Strassenrost gewoelbt
3418,100074500_pers_rinv_rot.png,pers_rinv_rot,train,Gussbeton/Handgriff mitte
3419,100059700_rcont_rot_rshrp.png,rcont_rot_rshrp,train,Vollguss/Aufklappbar
3420,100052100_blur_jit_rcrop.png,blur_jit_rcrop,train,Vollguss/Pickelloch belueftet
3421,100039800_raff_rcont_rshrp.png,raff_rcont_rshrp,train,Vollguss/Pickelloch geschlossen
3422,100184900_blur_orig_rcont.png,blur_orig_rcont,train,Rost/Strassenrost
3423,100214800_blur_jit_rot.png,blur_jit_rot,train,Andere/-
3424,100045200_jit_rcont_rcrop.png,jit_rcont_rcrop,train,Rost/Strassenrost gewoelbt
3425,100015300_blur_fliph_orig.png,blur_fliph_orig,train,Andere/-
3426,100213800_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Vollguss/Handgriff geschlossen
3427,100037900_blur_pers_rshrp.png,blur_pers_rshrp,train,Gussbeton/Pickelloch belueftet
3428,100145200_flipv_raff_rinv.png,flipv_raff_rinv,train,Gussbeton/Pickelloch belueftet
3430,100114100_flipv_jit_raff.png,flipv_jit_raff,train,Vollguss/Pickelloch geschlossen
