image,transforms,label,set,filename
100149600.png,orig_rot_flipv,Vollguss/Aufklappbar,train,100149600_orig_rot_flipv.png
100149600.png,blur_gray_orig,Vollguss/Aufklappbar,train,100149600_blur_gray_orig.png
100149600.png,jit_pers_rot,Vollguss/Aufklappbar,train,100149600_jit_pers_rot.png
100149600.png,pers_orig_jit,Vollguss/Aufklappbar,train,100149600_pers_orig_jit.png
100149600.png,pers_fliph_orig,Vollguss/Aufklappbar,train,100149600_pers_fliph_orig.png
100149600.png,fliph_gray_jit,Vollguss/Aufklappbar,train,100149600_fliph_gray_jit.png
100149600.png,fliph_blur_rot,Vollguss/Aufklappbar,train,100149600_fliph_blur_rot.png
100149600.png,pers_orig_rot,Vollguss/Aufklappbar,train,100149600_pers_orig_rot.png
100149600.png,blur_orig_flipv,Vollguss/Aufklappbar,train,100149600_blur_orig_flipv.png
100149600.png,gray_pers_fliph,Vollguss/Aufklappbar,train,100149600_gray_pers_fliph.png
100149600.png,flipv_pers_fliph,Vollguss/Aufklappbar,train,100149600_flipv_pers_fliph.png
100149600.png,rot_orig_pers,Vollguss/Aufklappbar,train,100149600_rot_orig_pers.png
100149600.png,pers_jit_fliph,Vollguss/Aufklappbar,train,100149600_pers_jit_fliph.png
100149600.png,flipv_fliph_jit,Vollguss/Aufklappbar,train,100149600_flipv_fliph_jit.png
100149600.png,jit_orig_pers,Vollguss/Aufklappbar,train,100149600_jit_orig_pers.png
100149600.png,fliph_orig_flipv,Vollguss/Aufklappbar,train,100149600_fliph_orig_flipv.png
100149600.png,orig_flipv_fliph,Vollguss/Aufklappbar,train,100149600_orig_flipv_fliph.png
100149600.png,jit_blur_fliph,Vollguss/Aufklappbar,train,100149600_jit_blur_fliph.png
100149600.png,orig_blur_fliph,Vollguss/Aufklappbar,train,100149600_orig_blur_fliph.png
100149600.png,rot_jit_orig,Vollguss/Aufklappbar,train,100149600_rot_jit_orig.png
100149600.png,blur_flipv_gray,Vollguss/Aufklappbar,train,100149600_blur_flipv_gray.png
100149600.png,jit_gray_blur,Vollguss/Aufklappbar,train,100149600_jit_gray_blur.png
100149600.png,orig_gray_pers,Vollguss/Aufklappbar,train,100149600_orig_gray_pers.png
100149600.png,blur_flipv_jit,Vollguss/Aufklappbar,train,100149600_blur_flipv_jit.png
100149600.png,orig_fliph_flipv,Vollguss/Aufklappbar,train,100149600_orig_fliph_flipv.png
100149600.png,flipv_pers_rot,Vollguss/Aufklappbar,train,100149600_flipv_pers_rot.png
100149600.png,rot_pers_jit,Vollguss/Aufklappbar,train,100149600_rot_pers_jit.png
100149600.png,fliph_flipv_rot,Vollguss/Aufklappbar,train,100149600_fliph_flipv_rot.png
100149600.png,flipv_pers_blur,Vollguss/Aufklappbar,train,100149600_flipv_pers_blur.png
100149600.png,orig_fliph_rot,Vollguss/Aufklappbar,train,100149600_orig_fliph_rot.png
100149600.png,gray_jit_orig,Vollguss/Aufklappbar,train,100149600_gray_jit_orig.png
100149600.png,flipv_blur_gray,Vollguss/Aufklappbar,train,100149600_flipv_blur_gray.png
100149600.png,gray_fliph_rot,Vollguss/Aufklappbar,train,100149600_gray_fliph_rot.png
100149600.png,fliph_orig_blur,Vollguss/Aufklappbar,train,100149600_fliph_orig_blur.png
100149600.png,rot_jit_flipv,Vollguss/Aufklappbar,train,100149600_rot_jit_flipv.png
100149600.png,jit_pers_flipv,Vollguss/Aufklappbar,train,100149600_jit_pers_flipv.png
100149600.png,pers_blur_orig,Vollguss/Aufklappbar,train,100149600_pers_blur_orig.png
100149600.png,gray_pers_flipv,Vollguss/Aufklappbar,train,100149600_gray_pers_flipv.png
100149600.png,pers_fliph_rot,Vollguss/Aufklappbar,train,100149600_pers_fliph_rot.png
100149600.png,fliph_gray_orig,Vollguss/Aufklappbar,train,100149600_fliph_gray_orig.png
100149600.png,blur_flipv_fliph,Vollguss/Aufklappbar,train,100149600_blur_flipv_fliph.png
100149600.png,fliph_orig_rot,Vollguss/Aufklappbar,train,100149600_fliph_orig_rot.png
100149600.png,fliph_gray_blur,Vollguss/Aufklappbar,train,100149600_fliph_gray_blur.png
100149600.png,jit_rot_fliph,Vollguss/Aufklappbar,train,100149600_jit_rot_fliph.png
100149600.png,flipv_fliph_pers,Vollguss/Aufklappbar,train,100149600_flipv_fliph_pers.png
100149600.png,flipv_fliph_gray,Vollguss/Aufklappbar,train,100149600_flipv_fliph_gray.png
100149600.png,fliph_rot_blur,Vollguss/Aufklappbar,train,100149600_fliph_rot_blur.png
100149600.png,pers_rot_orig,Vollguss/Aufklappbar,train,100149600_pers_rot_orig.png
100149600.png,flipv_gray_jit,Vollguss/Aufklappbar,train,100149600_flipv_gray_jit.png
100149600.png,fliph_pers_flipv,Vollguss/Aufklappbar,train,100149600_fliph_pers_flipv.png
100149600.png,fliph_blur_gray,Vollguss/Aufklappbar,train,100149600_fliph_blur_gray.png
100149600.png,flipv_gray_rot,Vollguss/Aufklappbar,train,100149600_flipv_gray_rot.png
100090600.png,gray_pers_rot,Gussbeton/Pickelloch geschlossen,train,100090600_gray_pers_rot.png
100090600.png,blur_pers_orig,Gussbeton/Pickelloch geschlossen,train,100090600_blur_pers_orig.png
100090600.png,blur_pers_jit,Gussbeton/Pickelloch geschlossen,train,100090600_blur_pers_jit.png
100090600.png,rot_blur_pers,Gussbeton/Pickelloch geschlossen,train,100090600_rot_blur_pers.png
100167800.png,orig_rot_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_orig_rot_flipv.png
100167800.png,blur_jit_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_blur_jit_pers.png
100167800.png,orig_rot_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_orig_rot_gray.png
100167800.png,jit_fliph_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_jit_fliph_flipv.png
100167800.png,jit_blur_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_jit_blur_gray.png
100167800.png,gray_orig_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_gray_orig_pers.png
100167800.png,pers_jit_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_pers_jit_orig.png
100167800.png,pers_fliph_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_pers_fliph_gray.png
100167800.png,flipv_fliph_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_flipv_fliph_jit.png
100167800.png,rot_jit_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100167800_rot_jit_flipv.png
100104800.png,jit_blur_rot,Vollguss/Handgriff geschlossen,train,100104800_jit_blur_rot.png
100104800.png,rot_jit_gray,Vollguss/Handgriff geschlossen,train,100104800_rot_jit_gray.png
100146000.png,rot_flipv_orig,Rost/Strassenrost,train,100146000_rot_flipv_orig.png
100042200.png,0,Vollguss/Handgriff geschlossen,train,100042200_0.png
100175800.png,fliph_rot_gray,Gussbeton/Handgriff mitte,train,100175800_fliph_rot_gray.png
100175800.png,rot_gray_orig,Gussbeton/Handgriff mitte,train,100175800_rot_gray_orig.png
100175800.png,fliph_blur_jit,Gussbeton/Handgriff mitte,train,100175800_fliph_blur_jit.png
100175800.png,blur_pers_fliph,Gussbeton/Handgriff mitte,train,100175800_blur_pers_fliph.png
100175800.png,rot_blur_orig,Gussbeton/Handgriff mitte,train,100175800_rot_blur_orig.png
100175800.png,fliph_jit_orig,Gussbeton/Handgriff mitte,train,100175800_fliph_jit_orig.png
100175800.png,blur_gray_flipv,Gussbeton/Handgriff mitte,train,100175800_blur_gray_flipv.png
100175800.png,fliph_flipv_gray,Gussbeton/Handgriff mitte,train,100175800_fliph_flipv_gray.png
100175800.png,blur_gray_orig,Gussbeton/Handgriff mitte,train,100175800_blur_gray_orig.png
100175800.png,blur_fliph_pers,Gussbeton/Handgriff mitte,train,100175800_blur_fliph_pers.png
100175800.png,jit_gray_orig,Gussbeton/Handgriff mitte,train,100175800_jit_gray_orig.png
100175800.png,orig_gray_flipv,Gussbeton/Handgriff mitte,train,100175800_orig_gray_flipv.png
100175800.png,orig_fliph_rot,Gussbeton/Handgriff mitte,train,100175800_orig_fliph_rot.png
100175800.png,gray_pers_orig,Gussbeton/Handgriff mitte,train,100175800_gray_pers_orig.png
100175800.png,rot_blur_pers,Gussbeton/Handgriff mitte,train,100175800_rot_blur_pers.png
100175800.png,flipv_gray_rot,Gussbeton/Handgriff mitte,train,100175800_flipv_gray_rot.png
100175800.png,rot_pers_jit,Gussbeton/Handgriff mitte,train,100175800_rot_pers_jit.png
100175800.png,jit_gray_flipv,Gussbeton/Handgriff mitte,train,100175800_jit_gray_flipv.png
100175800.png,fliph_flipv_blur,Gussbeton/Handgriff mitte,train,100175800_fliph_flipv_blur.png
100175800.png,flipv_gray_jit,Gussbeton/Handgriff mitte,train,100175800_flipv_gray_jit.png
100175800.png,flipv_jit_gray,Gussbeton/Handgriff mitte,train,100175800_flipv_jit_gray.png
100175800.png,gray_jit_pers,Gussbeton/Handgriff mitte,train,100175800_gray_jit_pers.png
100175800.png,orig_blur_flipv,Gussbeton/Handgriff mitte,train,100175800_orig_blur_flipv.png
100175800.png,jit_gray_fliph,Gussbeton/Handgriff mitte,train,100175800_jit_gray_fliph.png
100175800.png,gray_fliph_flipv,Gussbeton/Handgriff mitte,train,100175800_gray_fliph_flipv.png
100175800.png,jit_gray_pers,Gussbeton/Handgriff mitte,train,100175800_jit_gray_pers.png
100175800.png,blur_fliph_jit,Gussbeton/Handgriff mitte,train,100175800_blur_fliph_jit.png
100175800.png,fliph_jit_pers,Gussbeton/Handgriff mitte,train,100175800_fliph_jit_pers.png
100175800.png,pers_jit_fliph,Gussbeton/Handgriff mitte,train,100175800_pers_jit_fliph.png
100175800.png,orig_jit_rot,Gussbeton/Handgriff mitte,train,100175800_orig_jit_rot.png
100175800.png,gray_blur_pers,Gussbeton/Handgriff mitte,train,100175800_gray_blur_pers.png
100175800.png,orig_fliph_jit,Gussbeton/Handgriff mitte,train,100175800_orig_fliph_jit.png
100175800.png,orig_fliph_flipv,Gussbeton/Handgriff mitte,train,100175800_orig_fliph_flipv.png
100175800.png,blur_jit_gray,Gussbeton/Handgriff mitte,train,100175800_blur_jit_gray.png
100175800.png,pers_flipv_gray,Gussbeton/Handgriff mitte,train,100175800_pers_flipv_gray.png
100175800.png,jit_pers_flipv,Gussbeton/Handgriff mitte,train,100175800_jit_pers_flipv.png
100175800.png,pers_gray_flipv,Gussbeton/Handgriff mitte,train,100175800_pers_gray_flipv.png
100175800.png,blur_flipv_orig,Gussbeton/Handgriff mitte,train,100175800_blur_flipv_orig.png
100101600.png,orig_fliph_pers,Vollguss/Pickelloch belueftet,train,100101600_orig_fliph_pers.png
100101600.png,gray_rot_jit,Vollguss/Pickelloch belueftet,train,100101600_gray_rot_jit.png
100101600.png,pers_jit_gray,Vollguss/Pickelloch belueftet,train,100101600_pers_jit_gray.png
100101600.png,pers_blur_fliph,Vollguss/Pickelloch belueftet,train,100101600_pers_blur_fliph.png
100101600.png,flipv_rot_gray,Vollguss/Pickelloch belueftet,train,100101600_flipv_rot_gray.png
100101600.png,fliph_flipv_orig,Vollguss/Pickelloch belueftet,train,100101600_fliph_flipv_orig.png
100101600.png,flipv_rot_pers,Vollguss/Pickelloch belueftet,train,100101600_flipv_rot_pers.png
100090400.png,gray_rot_orig,Vollguss/Pickelloch geschlossen,train,100090400_gray_rot_orig.png
100090400.png,gray_orig_flipv,Vollguss/Pickelloch geschlossen,train,100090400_gray_orig_flipv.png
100090400.png,jit_blur_rot,Vollguss/Pickelloch geschlossen,train,100090400_jit_blur_rot.png
100090400.png,jit_flipv_fliph,Vollguss/Pickelloch geschlossen,train,100090400_jit_flipv_fliph.png
100199800.png,rot_fliph_gray,Rost/Strassenrost,train,100199800_rot_fliph_gray.png
100199800.png,orig_jit_rot,Rost/Strassenrost,train,100199800_orig_jit_rot.png
100108700.png,pers_gray_orig,Vollguss/Handgriff geschlossen,train,100108700_pers_gray_orig.png
100125600.png,fliph_pers_flipv,Vollguss/Pickelloch geschlossen,train,100125600_fliph_pers_flipv.png
100125600.png,pers_gray_jit,Vollguss/Pickelloch geschlossen,train,100125600_pers_gray_jit.png
100125600.png,fliph_rot_pers,Vollguss/Pickelloch geschlossen,train,100125600_fliph_rot_pers.png
100144300.png,jit_blur_fliph,Vollguss/Pickelloch belueftet,train,100144300_jit_blur_fliph.png
100144300.png,orig_fliph_pers,Vollguss/Pickelloch belueftet,train,100144300_orig_fliph_pers.png
100144300.png,gray_blur_rot,Vollguss/Pickelloch belueftet,train,100144300_gray_blur_rot.png
100144300.png,gray_rot_blur,Vollguss/Pickelloch belueftet,train,100144300_gray_rot_blur.png
100144300.png,flipv_fliph_gray,Vollguss/Pickelloch belueftet,train,100144300_flipv_fliph_gray.png
100144300.png,gray_jit_blur,Vollguss/Pickelloch belueftet,train,100144300_gray_jit_blur.png
100144300.png,fliph_jit_blur,Vollguss/Pickelloch belueftet,train,100144300_fliph_jit_blur.png
100144300.png,gray_flipv_pers,Vollguss/Pickelloch belueftet,train,100144300_gray_flipv_pers.png
100118400.png,fliph_orig_jit,Rost/Strassenrost,train,100118400_fliph_orig_jit.png
100118400.png,pers_fliph_blur,Rost/Strassenrost,train,100118400_pers_fliph_blur.png
100118400.png,flipv_pers_rot,Rost/Strassenrost,train,100118400_flipv_pers_rot.png
100118400.png,gray_rot_fliph,Rost/Strassenrost,train,100118400_gray_rot_fliph.png
100118400.png,jit_fliph_gray,Rost/Strassenrost,train,100118400_jit_fliph_gray.png
100095100.png,flipv_blur_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_flipv_blur_gray.png
100095100.png,jit_flipv_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_jit_flipv_rot.png
100095100.png,pers_orig_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_pers_orig_rot.png
100095100.png,pers_orig_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_pers_orig_flipv.png
100095100.png,pers_orig_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_pers_orig_jit.png
100095100.png,flipv_gray_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_flipv_gray_rot.png
100095100.png,flipv_gray_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_flipv_gray_fliph.png
100095100.png,blur_gray_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_blur_gray_fliph.png
100095100.png,jit_pers_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_jit_pers_rot.png
100095100.png,fliph_blur_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_fliph_blur_pers.png
100095100.png,fliph_orig_blur,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_fliph_orig_blur.png
100095100.png,jit_pers_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100095100_jit_pers_orig.png
100158200.png,gray_fliph_rot,Vollguss/Handgriff geschlossen,train,100158200_gray_fliph_rot.png
100158200.png,orig_jit_blur,Vollguss/Handgriff geschlossen,train,100158200_orig_jit_blur.png
100063300.png,pers_flipv_fliph,Rost/Strassenrost,train,100063300_pers_flipv_fliph.png
100065100.png,rot_gray_pers,Gussbeton/Pickelloch belueftet,train,100065100_rot_gray_pers.png
100065100.png,blur_rot_gray,Gussbeton/Pickelloch belueftet,train,100065100_blur_rot_gray.png
100065100.png,pers_fliph_jit,Gussbeton/Pickelloch belueftet,train,100065100_pers_fliph_jit.png
100065100.png,flipv_rot_fliph,Gussbeton/Pickelloch belueftet,train,100065100_flipv_rot_fliph.png
100065100.png,flipv_pers_rot,Gussbeton/Pickelloch belueftet,train,100065100_flipv_pers_rot.png
100065100.png,fliph_jit_pers,Gussbeton/Pickelloch belueftet,train,100065100_fliph_jit_pers.png
100065100.png,rot_blur_flipv,Gussbeton/Pickelloch belueftet,train,100065100_rot_blur_flipv.png
100065100.png,rot_pers_blur,Gussbeton/Pickelloch belueftet,train,100065100_rot_pers_blur.png
100065100.png,flipv_gray_orig,Gussbeton/Pickelloch belueftet,train,100065100_flipv_gray_orig.png
100120900.png,jit_blur_rot,Vollguss/Handgriff geschlossen,train,100120900_jit_blur_rot.png
100008400.png,fliph_flipv_rot,Vollguss/Pickelloch belueftet,train,100008400_fliph_flipv_rot.png
100008400.png,pers_fliph_flipv,Vollguss/Pickelloch belueftet,train,100008400_pers_fliph_flipv.png
100008400.png,jit_gray_rot,Vollguss/Pickelloch belueftet,train,100008400_jit_gray_rot.png
100008400.png,orig_rot_fliph,Vollguss/Pickelloch belueftet,train,100008400_orig_rot_fliph.png
100008400.png,blur_gray_pers,Vollguss/Pickelloch belueftet,train,100008400_blur_gray_pers.png
100008400.png,pers_blur_orig,Vollguss/Pickelloch belueftet,train,100008400_pers_blur_orig.png
100008400.png,flipv_fliph_rot,Vollguss/Pickelloch belueftet,train,100008400_flipv_fliph_rot.png
100008400.png,jit_fliph_gray,Vollguss/Pickelloch belueftet,train,100008400_jit_fliph_gray.png
100008400.png,fliph_gray_flipv,Vollguss/Pickelloch belueftet,train,100008400_fliph_gray_flipv.png
100085700.png,blur_fliph_jit,Andere/-,train,100085700_blur_fliph_jit.png
100085700.png,blur_fliph_rot,Andere/-,train,100085700_blur_fliph_rot.png
100085700.png,pers_jit_orig,Andere/-,train,100085700_pers_jit_orig.png
100085700.png,fliph_pers_gray,Andere/-,train,100085700_fliph_pers_gray.png
100085700.png,jit_flipv_rot,Andere/-,train,100085700_jit_flipv_rot.png
100085700.png,flipv_gray_blur,Andere/-,train,100085700_flipv_gray_blur.png
100061500.png,pers_gray_orig,Vollguss/Pickelloch belueftet,train,100061500_pers_gray_orig.png
100061500.png,flipv_gray_pers,Vollguss/Pickelloch belueftet,train,100061500_flipv_gray_pers.png
100061500.png,gray_pers_flipv,Vollguss/Pickelloch belueftet,train,100061500_gray_pers_flipv.png
100061500.png,pers_jit_fliph,Vollguss/Pickelloch belueftet,train,100061500_pers_jit_fliph.png
100061500.png,orig_flipv_fliph,Vollguss/Pickelloch belueftet,train,100061500_orig_flipv_fliph.png
100061500.png,gray_jit_pers,Vollguss/Pickelloch belueftet,train,100061500_gray_jit_pers.png
100061500.png,gray_fliph_jit,Vollguss/Pickelloch belueftet,train,100061500_gray_fliph_jit.png
100061500.png,pers_jit_flipv,Vollguss/Pickelloch belueftet,train,100061500_pers_jit_flipv.png
100061500.png,flipv_fliph_blur,Vollguss/Pickelloch belueftet,train,100061500_flipv_fliph_blur.png
100061500.png,jit_flipv_rot,Vollguss/Pickelloch belueftet,train,100061500_jit_flipv_rot.png
100061500.png,blur_gray_orig,Vollguss/Pickelloch belueftet,train,100061500_blur_gray_orig.png
100160000.png,jit_gray_blur,Vollguss/Pickelloch belueftet,train,100160000_jit_gray_blur.png
100160000.png,fliph_rot_flipv,Vollguss/Pickelloch belueftet,train,100160000_fliph_rot_flipv.png
100160000.png,jit_orig_rot,Vollguss/Pickelloch belueftet,train,100160000_jit_orig_rot.png
100160000.png,orig_flipv_blur,Vollguss/Pickelloch belueftet,train,100160000_orig_flipv_blur.png
100160000.png,pers_blur_orig,Vollguss/Pickelloch belueftet,train,100160000_pers_blur_orig.png
100160000.png,jit_fliph_gray,Vollguss/Pickelloch belueftet,train,100160000_jit_fliph_gray.png
100160000.png,jit_flipv_fliph,Vollguss/Pickelloch belueftet,train,100160000_jit_flipv_fliph.png
100109600.png,rot_pers_gray,Vollguss/Pickelloch geschlossen,train,100109600_rot_pers_gray.png
100109600.png,blur_flipv_gray,Vollguss/Pickelloch geschlossen,train,100109600_blur_flipv_gray.png
100109600.png,fliph_pers_orig,Vollguss/Pickelloch geschlossen,train,100109600_fliph_pers_orig.png
100109600.png,rot_pers_blur,Vollguss/Pickelloch geschlossen,train,100109600_rot_pers_blur.png
100161600.png,rot_orig_flipv,Rost/Strassenrost,train,100161600_rot_orig_flipv.png
100161600.png,rot_blur_jit,Rost/Strassenrost,train,100161600_rot_blur_jit.png
100161600.png,flipv_blur_pers,Rost/Strassenrost,train,100161600_flipv_blur_pers.png
100137200.png,jit_orig_fliph,Gussbeton/Handgriff seitlich,train,100137200_jit_orig_fliph.png
100137200.png,pers_gray_rot,Gussbeton/Handgriff seitlich,train,100137200_pers_gray_rot.png
100137200.png,flipv_pers_blur,Gussbeton/Handgriff seitlich,train,100137200_flipv_pers_blur.png
100137200.png,jit_rot_fliph,Gussbeton/Handgriff seitlich,train,100137200_jit_rot_fliph.png
100137200.png,fliph_orig_rot,Gussbeton/Handgriff seitlich,train,100137200_fliph_orig_rot.png
100137200.png,pers_rot_jit,Gussbeton/Handgriff seitlich,train,100137200_pers_rot_jit.png
100137200.png,blur_gray_pers,Gussbeton/Handgriff seitlich,train,100137200_blur_gray_pers.png
100137200.png,pers_blur_gray,Gussbeton/Handgriff seitlich,train,100137200_pers_blur_gray.png
100137200.png,jit_flipv_orig,Gussbeton/Handgriff seitlich,train,100137200_jit_flipv_orig.png
100137200.png,blur_rot_fliph,Gussbeton/Handgriff seitlich,train,100137200_blur_rot_fliph.png
100137200.png,blur_jit_flipv,Gussbeton/Handgriff seitlich,train,100137200_blur_jit_flipv.png
100137200.png,orig_gray_pers,Gussbeton/Handgriff seitlich,train,100137200_orig_gray_pers.png
100137200.png,blur_rot_flipv,Gussbeton/Handgriff seitlich,train,100137200_blur_rot_flipv.png
100137200.png,fliph_pers_flipv,Gussbeton/Handgriff seitlich,train,100137200_fliph_pers_flipv.png
100137200.png,pers_jit_gray,Gussbeton/Handgriff seitlich,train,100137200_pers_jit_gray.png
100021700.png,blur_flipv_pers,Andere/-,train,100021700_blur_flipv_pers.png
100021700.png,jit_blur_rot,Andere/-,train,100021700_jit_blur_rot.png
100021700.png,fliph_jit_flipv,Andere/-,train,100021700_fliph_jit_flipv.png
100021700.png,blur_fliph_gray,Andere/-,train,100021700_blur_fliph_gray.png
100021700.png,jit_fliph_pers,Andere/-,train,100021700_jit_fliph_pers.png
100021700.png,gray_rot_blur,Andere/-,train,100021700_gray_rot_blur.png
100021700.png,jit_orig_rot,Andere/-,train,100021700_jit_orig_rot.png
100021700.png,orig_flipv_jit,Andere/-,train,100021700_orig_flipv_jit.png
100021700.png,gray_pers_rot,Andere/-,train,100021700_gray_pers_rot.png
100090300.png,pers_flipv_gray,Rost/Strassenrost,train,100090300_pers_flipv_gray.png
100090300.png,gray_jit_rot,Rost/Strassenrost,train,100090300_gray_jit_rot.png
100154100.png,fliph_pers_jit,Vollguss/Handgriff geschlossen,train,100154100_fliph_pers_jit.png
100154100.png,pers_blur_orig,Vollguss/Handgriff geschlossen,train,100154100_pers_blur_orig.png
100154100.png,rot_gray_jit,Vollguss/Handgriff geschlossen,train,100154100_rot_gray_jit.png
100154100.png,flipv_pers_rot,Vollguss/Handgriff geschlossen,train,100154100_flipv_pers_rot.png
100154100.png,fliph_rot_orig,Vollguss/Handgriff geschlossen,train,100154100_fliph_rot_orig.png
100154800.png,rot_fliph_flipv,Rost/Strassenrost,train,100154800_rot_fliph_flipv.png
100154800.png,gray_jit_fliph,Rost/Strassenrost,train,100154800_gray_jit_fliph.png
100196900.png,rot_pers_jit,Gussbeton/Pickelloch belueftet,train,100196900_rot_pers_jit.png
100196900.png,orig_flipv_blur,Gussbeton/Pickelloch belueftet,train,100196900_orig_flipv_blur.png
100196900.png,blur_fliph_gray,Gussbeton/Pickelloch belueftet,train,100196900_blur_fliph_gray.png
100196900.png,blur_flipv_pers,Gussbeton/Pickelloch belueftet,train,100196900_blur_flipv_pers.png
100196900.png,pers_rot_jit,Gussbeton/Pickelloch belueftet,train,100196900_pers_rot_jit.png
100196900.png,rot_blur_fliph,Gussbeton/Pickelloch belueftet,train,100196900_rot_blur_fliph.png
100196900.png,jit_blur_fliph,Gussbeton/Pickelloch belueftet,train,100196900_jit_blur_fliph.png
100196900.png,blur_flipv_jit,Gussbeton/Pickelloch belueftet,train,100196900_blur_flipv_jit.png
100196900.png,jit_orig_blur,Gussbeton/Pickelloch belueftet,train,100196900_jit_orig_blur.png
100196900.png,jit_blur_flipv,Gussbeton/Pickelloch belueftet,train,100196900_jit_blur_flipv.png
100196900.png,flipv_orig_blur,Gussbeton/Pickelloch belueftet,train,100196900_flipv_orig_blur.png
100196900.png,jit_flipv_blur,Gussbeton/Pickelloch belueftet,train,100196900_jit_flipv_blur.png
100196900.png,orig_pers_fliph,Gussbeton/Pickelloch belueftet,train,100196900_orig_pers_fliph.png
100089000.png,fliph_rot_blur,Vollguss/Pickelloch belueftet,train,100089000_fliph_rot_blur.png
100089000.png,jit_flipv_blur,Vollguss/Pickelloch belueftet,train,100089000_jit_flipv_blur.png
100089000.png,rot_orig_gray,Vollguss/Pickelloch belueftet,train,100089000_rot_orig_gray.png
100089000.png,orig_blur_rot,Vollguss/Pickelloch belueftet,train,100089000_orig_blur_rot.png
100089000.png,pers_fliph_rot,Vollguss/Pickelloch belueftet,train,100089000_pers_fliph_rot.png
100059700.png,jit_rot_pers,Vollguss/Aufklappbar,train,100059700_jit_rot_pers.png
100059700.png,gray_rot_blur,Vollguss/Aufklappbar,train,100059700_gray_rot_blur.png
100059700.png,fliph_blur_gray,Vollguss/Aufklappbar,train,100059700_fliph_blur_gray.png
100059700.png,orig_gray_pers,Vollguss/Aufklappbar,train,100059700_orig_gray_pers.png
100059700.png,pers_gray_jit,Vollguss/Aufklappbar,train,100059700_pers_gray_jit.png
100059700.png,pers_blur_fliph,Vollguss/Aufklappbar,train,100059700_pers_blur_fliph.png
100059700.png,blur_orig_rot,Vollguss/Aufklappbar,train,100059700_blur_orig_rot.png
100059700.png,pers_fliph_orig,Vollguss/Aufklappbar,train,100059700_pers_fliph_orig.png
100059700.png,fliph_rot_orig,Vollguss/Aufklappbar,train,100059700_fliph_rot_orig.png
100059700.png,gray_jit_flipv,Vollguss/Aufklappbar,train,100059700_gray_jit_flipv.png
100059700.png,jit_blur_pers,Vollguss/Aufklappbar,train,100059700_jit_blur_pers.png
100059700.png,fliph_flipv_pers,Vollguss/Aufklappbar,train,100059700_fliph_flipv_pers.png
100059700.png,orig_gray_rot,Vollguss/Aufklappbar,train,100059700_orig_gray_rot.png
100059700.png,orig_jit_gray,Vollguss/Aufklappbar,train,100059700_orig_jit_gray.png
100059700.png,jit_flipv_fliph,Vollguss/Aufklappbar,train,100059700_jit_flipv_fliph.png
100059700.png,gray_pers_rot,Vollguss/Aufklappbar,train,100059700_gray_pers_rot.png
100059700.png,orig_pers_flipv,Vollguss/Aufklappbar,train,100059700_orig_pers_flipv.png
100059700.png,rot_pers_gray,Vollguss/Aufklappbar,train,100059700_rot_pers_gray.png
100059700.png,jit_pers_orig,Vollguss/Aufklappbar,train,100059700_jit_pers_orig.png
100059700.png,flipv_pers_gray,Vollguss/Aufklappbar,train,100059700_flipv_pers_gray.png
100059700.png,rot_flipv_blur,Vollguss/Aufklappbar,train,100059700_rot_flipv_blur.png
100059700.png,rot_fliph_pers,Vollguss/Aufklappbar,train,100059700_rot_fliph_pers.png
100059700.png,orig_gray_blur,Vollguss/Aufklappbar,train,100059700_orig_gray_blur.png
100059700.png,orig_flipv_rot,Vollguss/Aufklappbar,train,100059700_orig_flipv_rot.png
100059700.png,pers_blur_jit,Vollguss/Aufklappbar,train,100059700_pers_blur_jit.png
100059700.png,blur_jit_fliph,Vollguss/Aufklappbar,train,100059700_blur_jit_fliph.png
100059700.png,jit_blur_flipv,Vollguss/Aufklappbar,train,100059700_jit_blur_flipv.png
100059700.png,blur_rot_jit,Vollguss/Aufklappbar,train,100059700_blur_rot_jit.png
100059700.png,flipv_gray_pers,Vollguss/Aufklappbar,train,100059700_flipv_gray_pers.png
