image,transforms,set,label
100068500.png,pers_raff_rot,train,Gussbeton/Handgriff mitte
100068500.png,pers_raff_rinv,train,Gussbeton/Handgriff mitte
100068500.png,blur_rcont_rinv,train,Gussbeton/Handgriff mitte
100068500.png,blur_flipv_rinv,train,Gussbeton/Handgriff mitte
100068500.png,fliph_jit_rcrop,train,Gussbeton/Handgriff mitte
100068500.png,orig_pers_rot,train,Gussbeton/Handgriff mitte
100068500.png,blur_flipv_raff,train,Gussbeton/Handgriff mitte
100068500.png,fliph_flipv_rshrp,train,Gussbeton/Handgriff mitte
100068500.png,jit_rinv_rshrp,train,Gussbeton/Handgriff mitte
100068500.png,flipv_orig_pers,train,Gussbeton/Handgriff mitte
100068500.png,flipv_raff_rot,train,Gussbeton/Handgriff mitte
100032300.png,blur_orig_raff,train,Gussbeton/Handgriff mitte
100032300.png,jit_rcont_rcrop,train,Gussbeton/Handgriff mitte
100032300.png,fliph_rinv_rot,train,Gussbeton/Handgriff mitte
100032300.png,fliph_rot_rshrp,train,Gussbeton/Handgriff mitte
100032300.png,blur_orig_rot,train,Gussbeton/Handgriff mitte
100032300.png,orig_rcont_rshrp,train,Gussbeton/Handgriff mitte
100032300.png,raff_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100032300.png,orig_pers_rinv,train,Gussbeton/Handgriff mitte
100032300.png,blur_fliph_rot,train,Gussbeton/Handgriff mitte
100032300.png,pers_rcont_rot,train,Gussbeton/Handgriff mitte
100032300.png,orig_rcrop_rinv,train,Gussbeton/Handgriff mitte
100032300.png,fliph_flipv_jit,train,Gussbeton/Handgriff mitte
100032300.png,fliph_jit_rcont,train,Gussbeton/Handgriff mitte
100032300.png,blur_flipv_rcrop,train,Gussbeton/Handgriff mitte
100032300.png,flipv_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100032300.png,jit_raff_rcont,train,Gussbeton/Handgriff mitte
100032300.png,jit_rinv_rshrp,train,Gussbeton/Handgriff mitte
100032300.png,jit_orig_rinv,train,Gussbeton/Handgriff mitte
100032300.png,flipv_jit_raff,train,Gussbeton/Handgriff mitte
100032300.png,fliph_flipv_rshrp,train,Gussbeton/Handgriff mitte
100032300.png,raff_rcont_rshrp,train,Gussbeton/Handgriff mitte
100032300.png,jit_pers_raff,train,Gussbeton/Handgriff mitte
100032300.png,blur_rinv_rot,train,Gussbeton/Handgriff mitte
100019000.png,fliph_raff_rot,train,Gussbeton/Handgriff mitte
100019000.png,fliph_rcrop_rot,train,Gussbeton/Handgriff mitte
100019000.png,raff_rcont_rot,train,Gussbeton/Handgriff mitte
100019000.png,orig_raff_rcont,train,Gussbeton/Handgriff mitte
100019000.png,blur_jit_rshrp,train,Gussbeton/Handgriff mitte
100019000.png,blur_jit_rcrop,train,Gussbeton/Handgriff mitte
100019000.png,blur_flipv_raff,train,Gussbeton/Handgriff mitte
100019000.png,raff_rot_rshrp,train,Gussbeton/Handgriff mitte
100019000.png,blur_raff_rot,train,Gussbeton/Handgriff mitte
100019000.png,fliph_pers_rot,train,Gussbeton/Handgriff mitte
100019000.png,blur_rinv_rot,train,Gussbeton/Handgriff mitte
100019000.png,flipv_rot_rshrp,train,Gussbeton/Handgriff mitte
100019000.png,orig_rcont_rcrop,train,Gussbeton/Handgriff mitte
100019000.png,fliph_rcont_rshrp,train,Gussbeton/Handgriff mitte
100019000.png,blur_fliph_rinv,train,Gussbeton/Handgriff mitte
100019000.png,jit_orig_raff,train,Gussbeton/Handgriff mitte
100019000.png,pers_rcont_rcrop,train,Gussbeton/Handgriff mitte
100019000.png,flipv_orig_rinv,train,Gussbeton/Handgriff mitte
100019000.png,blur_orig_rinv,train,Gussbeton/Handgriff mitte
100019000.png,fliph_orig_raff,train,Gussbeton/Handgriff mitte
100019000.png,flipv_pers_rcrop,train,Gussbeton/Handgriff mitte
100019000.png,raff_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100019000.png,fliph_rcrop_rinv,train,Gussbeton/Handgriff mitte
100074500.png,pers_rinv_rot,train,Gussbeton/Handgriff mitte
100074500.png,orig_rcont_rcrop,train,Gussbeton/Handgriff mitte
100074500.png,blur_orig_rot,train,Gussbeton/Handgriff mitte
100074500.png,flipv_orig_rcrop,train,Gussbeton/Handgriff mitte
100074500.png,orig_raff_rcrop,train,Gussbeton/Handgriff mitte
100074500.png,fliph_pers_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,flipv_orig_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,blur_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,flipv_pers_rinv,train,Gussbeton/Handgriff mitte
100074500.png,fliph_raff_rinv,train,Gussbeton/Handgriff mitte
100074500.png,pers_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,blur_rot_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,blur_fliph_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,flipv_rinv_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,pers_raff_rcrop,train,Gussbeton/Handgriff mitte
100074500.png,jit_pers_rcrop,train,Gussbeton/Handgriff mitte
100074500.png,jit_rcrop_rinv,train,Gussbeton/Handgriff mitte
100074500.png,jit_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,pers_rinv_rshrp,train,Gussbeton/Handgriff mitte
100074500.png,orig_pers_rcont,train,Gussbeton/Handgriff mitte
100074500.png,raff_rinv_rot,train,Gussbeton/Handgriff mitte
100074500.png,pers_raff_rot,train,Gussbeton/Handgriff mitte
100091700.png,orig_rot_rshrp,train,Gussbeton/Handgriff mitte
100091700.png,fliph_rcont_rot,train,Gussbeton/Handgriff mitte
100091700.png,flipv_jit_orig,train,Gussbeton/Handgriff mitte
100091700.png,blur_rcrop_rinv,train,Gussbeton/Handgriff mitte
100091700.png,orig_rcrop_rinv,train,Gussbeton/Handgriff mitte
100091700.png,blur_pers_rot,train,Gussbeton/Handgriff mitte
100091700.png,fliph_flipv_raff,train,Gussbeton/Handgriff mitte
100091700.png,fliph_rcrop_rot,train,Gussbeton/Handgriff mitte
100091700.png,fliph_orig_rot,train,Gussbeton/Handgriff mitte
100091700.png,jit_rcrop_rot,train,Gussbeton/Handgriff mitte
100091700.png,flipv_orig_rinv,train,Gussbeton/Handgriff mitte
100091700.png,orig_raff_rot,train,Gussbeton/Handgriff mitte
100091700.png,blur_orig_raff,train,Gussbeton/Handgriff mitte
100091700.png,raff_rcont_rcrop,train,Gussbeton/Handgriff mitte
100091700.png,pers_raff_rcrop,train,Gussbeton/Handgriff mitte
100091700.png,blur_fliph_rinv,train,Gussbeton/Handgriff mitte
100091700.png,jit_pers_rshrp,train,Gussbeton/Handgriff mitte
100091700.png,blur_rcont_rcrop,train,Gussbeton/Handgriff mitte
100091700.png,jit_rcont_rot,train,Gussbeton/Handgriff mitte
100091700.png,fliph_jit_rot,train,Gussbeton/Handgriff mitte
100091700.png,fliph_raff_rcont,train,Gussbeton/Handgriff mitte
100133500.png,pers_raff_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,fliph_rcont_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,flipv_jit_rinv,train,Gussbeton/Handgriff mitte
100133500.png,blur_raff_rcrop,train,Gussbeton/Handgriff mitte
100133500.png,pers_rcrop_rinv,train,Gussbeton/Handgriff mitte
100133500.png,jit_pers_raff,train,Gussbeton/Handgriff mitte
100133500.png,blur_jit_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,blur_jit_rcont,train,Gussbeton/Handgriff mitte
100133500.png,blur_fliph_rcrop,train,Gussbeton/Handgriff mitte
100133500.png,blur_flipv_jit,train,Gussbeton/Handgriff mitte
100133500.png,flipv_jit_rcrop,train,Gussbeton/Handgriff mitte
100133500.png,raff_rinv_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,blur_pers_rcrop,train,Gussbeton/Handgriff mitte
100133500.png,blur_orig_rcont,train,Gussbeton/Handgriff mitte
100133500.png,raff_rot_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,fliph_flipv_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,fliph_jit_rcont,train,Gussbeton/Handgriff mitte
100133500.png,jit_rinv_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,raff_rcont_rcrop,train,Gussbeton/Handgriff mitte
100133500.png,blur_flipv_rot,train,Gussbeton/Handgriff mitte
100133500.png,jit_raff_rot,train,Gussbeton/Handgriff mitte
100133500.png,blur_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100133500.png,blur_rcont_rinv,train,Gussbeton/Handgriff mitte
100108400.png,jit_orig_rinv,train,Gussbeton/Handgriff mitte
100108400.png,fliph_jit_rinv,train,Gussbeton/Handgriff mitte
100108400.png,pers_raff_rcont,train,Gussbeton/Handgriff mitte
100108400.png,fliph_flipv_rinv,train,Gussbeton/Handgriff mitte
100108400.png,blur_flipv_rcrop,train,Gussbeton/Handgriff mitte
100108400.png,blur_rinv_rshrp,train,Gussbeton/Handgriff mitte
100108400.png,flipv_rcont_rinv,train,Gussbeton/Handgriff mitte
100108400.png,fliph_pers_rcont,train,Gussbeton/Handgriff mitte
100108400.png,flipv_rinv_rot,train,Gussbeton/Handgriff mitte
100108400.png,fliph_rcont_rinv,train,Gussbeton/Handgriff mitte
100108400.png,orig_pers_raff,train,Gussbeton/Handgriff mitte
100108400.png,flipv_pers_rshrp,train,Gussbeton/Handgriff mitte
100108400.png,pers_rcont_rot,train,Gussbeton/Handgriff mitte
100108400.png,fliph_orig_pers,train,Gussbeton/Handgriff mitte
100108400.png,fliph_rcont_rshrp,train,Gussbeton/Handgriff mitte
100108400.png,fliph_rinv_rot,train,Gussbeton/Handgriff mitte
100108400.png,orig_pers_rcont,train,Gussbeton/Handgriff mitte
100108400.png,fliph_rot_rshrp,train,Gussbeton/Handgriff mitte
100108400.png,fliph_jit_orig,train,Gussbeton/Handgriff mitte
100108400.png,pers_raff_rshrp,train,Gussbeton/Handgriff mitte
100108400.png,fliph_raff_rinv,train,Gussbeton/Handgriff mitte
100108400.png,jit_raff_rcont,train,Gussbeton/Handgriff mitte
100153800.png,fliph_rcont_rcrop,train,Gussbeton/Handgriff mitte
100153800.png,jit_raff_rcrop,train,Gussbeton/Handgriff mitte
100153800.png,jit_pers_rcrop,train,Gussbeton/Handgriff mitte
100153800.png,blur_fliph_rshrp,train,Gussbeton/Handgriff mitte
100153800.png,fliph_flipv_jit,train,Gussbeton/Handgriff mitte
100153800.png,flipv_pers_rshrp,train,Gussbeton/Handgriff mitte
100153800.png,pers_raff_rshrp,train,Gussbeton/Handgriff mitte
100153800.png,blur_jit_rot,train,Gussbeton/Handgriff mitte
100153800.png,flipv_orig_rcont,train,Gussbeton/Handgriff mitte
100153800.png,fliph_raff_rot,train,Gussbeton/Handgriff mitte
100153800.png,fliph_jit_pers,train,Gussbeton/Handgriff mitte
100153800.png,jit_pers_rshrp,train,Gussbeton/Handgriff mitte
100153800.png,jit_orig_raff,train,Gussbeton/Handgriff mitte
100153800.png,raff_rinv_rshrp,train,Gussbeton/Handgriff mitte
100153800.png,jit_rcont_rinv,train,Gussbeton/Handgriff mitte
100153800.png,jit_pers_rcont,train,Gussbeton/Handgriff mitte
100153800.png,blur_fliph_flipv,train,Gussbeton/Handgriff mitte
100153800.png,orig_pers_rot,train,Gussbeton/Handgriff mitte
100153800.png,jit_raff_rcont,train,Gussbeton/Handgriff mitte
100153800.png,blur_pers_rinv,train,Gussbeton/Handgriff mitte
100153800.png,jit_rcrop_rot,train,Gussbeton/Handgriff mitte
100153800.png,jit_raff_rot,train,Gussbeton/Handgriff mitte
100046300.png,blur_fliph_rcont,train,Gussbeton/Handgriff mitte
100046300.png,blur_flipv_rcont,train,Gussbeton/Handgriff mitte
100046300.png,orig_rot_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,flipv_pers_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,blur_rinv_rot,train,Gussbeton/Handgriff mitte
100046300.png,blur_rinv_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,orig_rinv_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,fliph_jit_rcrop,train,Gussbeton/Handgriff mitte
100046300.png,jit_rcont_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,fliph_jit_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,blur_fliph_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,orig_rcrop_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,orig_raff_rcrop,train,Gussbeton/Handgriff mitte
100046300.png,fliph_pers_raff,train,Gussbeton/Handgriff mitte
100046300.png,orig_rcrop_rot,train,Gussbeton/Handgriff mitte
100046300.png,blur_fliph_flipv,train,Gussbeton/Handgriff mitte
100046300.png,blur_flipv_pers,train,Gussbeton/Handgriff mitte
100046300.png,rcrop_rinv_rot,train,Gussbeton/Handgriff mitte
100046300.png,fliph_rinv_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,pers_rot_rshrp,train,Gussbeton/Handgriff mitte
100046300.png,blur_flipv_jit,train,Gussbeton/Handgriff mitte
100046300.png,raff_rinv_rot,train,Gussbeton/Handgriff mitte
100046300.png,fliph_orig_rcrop,train,Gussbeton/Handgriff mitte
100027000.png,jit_orig_pers,train,Gussbeton/Handgriff mitte
100027000.png,orig_rcrop_rot,train,Gussbeton/Handgriff mitte
100027000.png,fliph_flipv_rinv,train,Gussbeton/Handgriff mitte
100027000.png,raff_rinv_rshrp,train,Gussbeton/Handgriff mitte
100027000.png,fliph_flipv_raff,train,Gussbeton/Handgriff mitte
100027000.png,flipv_orig_raff,train,Gussbeton/Handgriff mitte
100027000.png,fliph_raff_rot,train,Gussbeton/Handgriff mitte
100027000.png,fliph_rinv_rshrp,train,Gussbeton/Handgriff mitte
100027000.png,pers_rcont_rot,train,Gussbeton/Handgriff mitte
100027000.png,fliph_jit_rinv,train,Gussbeton/Handgriff mitte
100027000.png,raff_rinv_rot,train,Gussbeton/Handgriff mitte
100027000.png,fliph_jit_rshrp,train,Gussbeton/Handgriff mitte
100027000.png,jit_rcont_rcrop,train,Gussbeton/Handgriff mitte
100027000.png,raff_rcont_rot,train,Gussbeton/Handgriff mitte
100027000.png,orig_rcont_rshrp,train,Gussbeton/Handgriff mitte
100027000.png,jit_pers_rcont,train,Gussbeton/Handgriff mitte
100027000.png,jit_raff_rinv,train,Gussbeton/Handgriff mitte
100027000.png,flipv_orig_rcont,train,Gussbeton/Handgriff mitte
100027000.png,pers_rcrop_rinv,train,Gussbeton/Handgriff mitte
100027000.png,jit_orig_rinv,train,Gussbeton/Handgriff mitte
100027000.png,fliph_jit_rcont,train,Gussbeton/Handgriff mitte
100027000.png,flipv_jit_rcont,train,Gussbeton/Handgriff mitte
100154600.png,pers_rcont_rinv,train,Gussbeton/Handgriff mitte
100154600.png,flipv_jit_pers,train,Gussbeton/Handgriff mitte
100154600.png,fliph_flipv_rshrp,train,Gussbeton/Handgriff mitte
100154600.png,blur_fliph_orig,train,Gussbeton/Handgriff mitte
100154600.png,flipv_rcont_rot,train,Gussbeton/Handgriff mitte
100154600.png,fliph_flipv_rcont,train,Gussbeton/Handgriff mitte
100154600.png,pers_rinv_rot,train,Gussbeton/Handgriff mitte
100154600.png,jit_orig_rcrop,train,Gussbeton/Handgriff mitte
100154600.png,blur_flipv_rshrp,train,Gussbeton/Handgriff mitte
100154600.png,flipv_raff_rshrp,train,Gussbeton/Handgriff mitte
100154600.png,flipv_orig_rshrp,train,Gussbeton/Handgriff mitte
100154600.png,blur_orig_rot,train,Gussbeton/Handgriff mitte
100154600.png,fliph_jit_raff,train,Gussbeton/Handgriff mitte
100154600.png,pers_rot_rshrp,train,Gussbeton/Handgriff mitte
100154600.png,pers_rcrop_rot,train,Gussbeton/Handgriff mitte
100154600.png,raff_rcont_rinv,train,Gussbeton/Handgriff mitte
100154600.png,flipv_rinv_rot,train,Gussbeton/Handgriff mitte
100154600.png,fliph_orig_rcrop,train,Gussbeton/Handgriff mitte
100154600.png,orig_rcont_rot,train,Gussbeton/Handgriff mitte
100154600.png,jit_raff_rcont,train,Gussbeton/Handgriff mitte
100154600.png,flipv_orig_rinv,train,Gussbeton/Handgriff mitte
100154600.png,blur_pers_rot,train,Gussbeton/Handgriff mitte
100084400.png,orig_rcrop_rot,train,Gussbeton/Handgriff mitte
100084400.png,flipv_rcont_rshrp,train,Gussbeton/Handgriff mitte
100084400.png,blur_rinv_rshrp,train,Gussbeton/Handgriff mitte
100084400.png,jit_raff_rot,train,Gussbeton/Handgriff mitte
100084400.png,orig_rot_rshrp,train,Gussbeton/Handgriff mitte
100084400.png,fliph_jit_rcrop,train,Gussbeton/Handgriff mitte
100084400.png,fliph_raff_rcrop,train,Gussbeton/Handgriff mitte
100084400.png,raff_rcrop_rot,train,Gussbeton/Handgriff mitte
100084400.png,blur_flipv_rcrop,train,Gussbeton/Handgriff mitte
100084400.png,fliph_pers_raff,train,Gussbeton/Handgriff mitte
100084400.png,jit_orig_raff,train,Gussbeton/Handgriff mitte
100084400.png,orig_rcont_rshrp,train,Gussbeton/Handgriff mitte
100084400.png,blur_raff_rot,train,Gussbeton/Handgriff mitte
100084400.png,jit_orig_rinv,train,Gussbeton/Handgriff mitte
100084400.png,rcont_rinv_rshrp,train,Gussbeton/Handgriff mitte
100084400.png,pers_rcont_rshrp,train,Gussbeton/Handgriff mitte
100084400.png,blur_rcrop_rot,train,Gussbeton/Handgriff mitte
100072700.png,fliph_orig_rot,train,Vollguss/Pickelloch belueftet
100072700.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
100072700.png,jit_rcrop_rot,train,Vollguss/Pickelloch belueftet
100072700.png,jit_orig_rinv,train,Vollguss/Pickelloch belueftet
100072700.png,orig_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100035000.png,pers_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100035000.png,orig_pers_raff,train,Vollguss/Pickelloch belueftet
100035000.png,fliph_raff_rot,train,Vollguss/Pickelloch belueftet
100035000.png,flipv_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100035000.png,flipv_rot_rshrp,train,Vollguss/Pickelloch belueftet
100035000.png,jit_pers_rot,train,Vollguss/Pickelloch belueftet
100022500.png,blur_raff_rinv,train,Vollguss/Pickelloch belueftet
100022500.png,flipv_jit_rot,train,Vollguss/Pickelloch belueftet
100022500.png,pers_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100022500.png,fliph_flipv_orig,train,Vollguss/Pickelloch belueftet
100022500.png,raff_rcrop_rot,train,Vollguss/Pickelloch belueftet
100022500.png,blur_jit_rcont,train,Vollguss/Pickelloch belueftet
100119600.png,blur_orig_pers,train,Vollguss/Pickelloch belueftet
100119600.png,fliph_orig_rinv,train,Vollguss/Pickelloch belueftet
100119600.png,blur_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100119600.png,flipv_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100119600.png,pers_rcont_rinv,train,Vollguss/Pickelloch belueftet
100188900.png,fliph_rcrop_rot,train,Vollguss/Pickelloch belueftet
100188900.png,fliph_orig_rcrop,train,Vollguss/Pickelloch belueftet
100188900.png,jit_pers_rshrp,train,Vollguss/Pickelloch belueftet
100188900.png,fliph_rcont_rot,train,Vollguss/Pickelloch belueftet
100188900.png,flipv_rinv_rot,train,Vollguss/Pickelloch belueftet
100188900.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
100061500.png,raff_rinv_rot,train,Vollguss/Pickelloch belueftet
100061500.png,flipv_raff_rcrop,train,Vollguss/Pickelloch belueftet
100061500.png,blur_raff_rcont,train,Vollguss/Pickelloch belueftet
100061500.png,orig_pers_rcrop,train,Vollguss/Pickelloch belueftet
100061500.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
100061500.png,blur_fliph_rinv,train,Vollguss/Pickelloch belueftet
100201300.png,fliph_flipv_orig,train,Vollguss/Pickelloch belueftet
100201300.png,blur_raff_rcrop,train,Vollguss/Pickelloch belueftet
100201300.png,orig_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100201300.png,blur_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100201300.png,flipv_jit_rinv,train,Vollguss/Pickelloch belueftet
100201300.png,flipv_jit_pers,train,Vollguss/Pickelloch belueftet
100122400.png,fliph_raff_rinv,train,Vollguss/Pickelloch belueftet
100122400.png,pers_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100122400.png,rcrop_rot_rshrp,train,Vollguss/Pickelloch belueftet
100122400.png,pers_rcont_rinv,train,Vollguss/Pickelloch belueftet
100122400.png,flipv_pers_rinv,train,Vollguss/Pickelloch belueftet
100122400.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
100008400.png,fliph_orig_rinv,train,Vollguss/Pickelloch belueftet
100008400.png,blur_jit_orig,train,Vollguss/Pickelloch belueftet
100008400.png,fliph_pers_rot,train,Vollguss/Pickelloch belueftet
100008400.png,orig_rcont_rinv,train,Vollguss/Pickelloch belueftet
100008400.png,blur_jit_rcont,train,Vollguss/Pickelloch belueftet
100008400.png,blur_rot_rshrp,train,Vollguss/Pickelloch belueftet
100095900.png,fliph_orig_rot,train,Vollguss/Pickelloch belueftet
100095900.png,pers_rcont_rot,train,Vollguss/Pickelloch belueftet
100095900.png,blur_pers_rot,train,Vollguss/Pickelloch belueftet
100095900.png,fliph_pers_rinv,train,Vollguss/Pickelloch belueftet
100095900.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch belueftet
100095900.png,blur_jit_rshrp,train,Vollguss/Pickelloch belueftet
100181700.png,jit_pers_rot,train,Vollguss/Pickelloch belueftet
100181700.png,blur_raff_rcont,train,Vollguss/Pickelloch belueftet
100181700.png,jit_orig_rcrop,train,Vollguss/Pickelloch belueftet
100181700.png,jit_orig_rinv,train,Vollguss/Pickelloch belueftet
100181700.png,rcont_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100181700.png,flipv_orig_rshrp,train,Vollguss/Pickelloch belueftet
100014000.png,flipv_rcont_rinv,train,Vollguss/Pickelloch belueftet
100014000.png,flipv_jit_rcont,train,Vollguss/Pickelloch belueftet
100014000.png,jit_raff_rcont,train,Vollguss/Pickelloch belueftet
100014000.png,blur_rinv_rot,train,Vollguss/Pickelloch belueftet
100014000.png,raff_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100014000.png,flipv_orig_rshrp,train,Vollguss/Pickelloch belueftet
100158600.png,blur_jit_rcont,train,Vollguss/Pickelloch belueftet
100158600.png,orig_pers_rshrp,train,Vollguss/Pickelloch belueftet
100158600.png,fliph_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100158600.png,flipv_pers_rshrp,train,Vollguss/Pickelloch belueftet
100158600.png,fliph_orig_pers,train,Vollguss/Pickelloch belueftet
100158600.png,blur_flipv_rcont,train,Vollguss/Pickelloch belueftet
100059000.png,orig_pers_raff,train,Vollguss/Pickelloch belueftet
100059000.png,blur_rcont_rinv,train,Vollguss/Pickelloch belueftet
100059000.png,blur_pers_rot,train,Vollguss/Pickelloch belueftet
100059000.png,rcont_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100059000.png,flipv_rot_rshrp,train,Vollguss/Pickelloch belueftet
100066800.png,jit_orig_rcont,train,Vollguss/Pickelloch belueftet
100066800.png,blur_pers_rcrop,train,Vollguss/Pickelloch belueftet
100066800.png,flipv_rot_rshrp,train,Vollguss/Pickelloch belueftet
100066800.png,fliph_flipv_orig,train,Vollguss/Pickelloch belueftet
100066800.png,rcont_rot_rshrp,train,Vollguss/Pickelloch belueftet
100066800.png,flipv_jit_orig,train,Vollguss/Pickelloch belueftet
100171100.png,fliph_flipv_rcrop,train,Vollguss/Pickelloch belueftet
100171100.png,orig_rot_rshrp,train,Vollguss/Pickelloch belueftet
100171100.png,fliph_raff_rinv,train,Vollguss/Pickelloch belueftet
100171100.png,orig_raff_rot,train,Vollguss/Pickelloch belueftet
100171100.png,jit_orig_rshrp,train,Vollguss/Pickelloch belueftet
100154500.png,blur_rcont_rot,train,Vollguss/Pickelloch belueftet
100154500.png,pers_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100154500.png,flipv_raff_rot,train,Vollguss/Pickelloch belueftet
100154500.png,rcont_rinv_rot,train,Vollguss/Pickelloch belueftet
100154500.png,pers_raff_rcrop,train,Vollguss/Pickelloch belueftet
100154500.png,fliph_orig_raff,train,Vollguss/Pickelloch belueftet
100066900.png,orig_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100066900.png,raff_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100066900.png,raff_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100066900.png,rinv_rot_rshrp,train,Vollguss/Pickelloch belueftet
100066900.png,fliph_orig_rcrop,train,Vollguss/Pickelloch belueftet
100066900.png,flipv_jit_pers,train,Vollguss/Pickelloch belueftet
100094000.png,pers_raff_rot,train,Vollguss/Pickelloch belueftet
100094000.png,flipv_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100094000.png,jit_rcont_rinv,train,Vollguss/Pickelloch belueftet
100094000.png,blur_jit_rot,train,Vollguss/Pickelloch belueftet
100094000.png,fliph_pers_raff,train,Vollguss/Pickelloch belueftet
100094000.png,rcont_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100092100.png,fliph_pers_raff,train,Vollguss/Pickelloch belueftet
100092100.png,fliph_raff_rot,train,Vollguss/Pickelloch belueftet
100092100.png,raff_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100092100.png,fliph_rcrop_rot,train,Vollguss/Pickelloch belueftet
100092100.png,blur_jit_rshrp,train,Vollguss/Pickelloch belueftet
100092100.png,rcrop_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100016900.png,raff_rcrop_rot,train,Vollguss/Pickelloch belueftet
100016900.png,flipv_jit_rcont,train,Vollguss/Pickelloch belueftet
100016900.png,flipv_raff_rshrp,train,Vollguss/Pickelloch belueftet
100016900.png,pers_raff_rcrop,train,Vollguss/Pickelloch belueftet
100016900.png,blur_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100016900.png,jit_pers_rshrp,train,Vollguss/Pickelloch belueftet
100156800.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
100156800.png,flipv_jit_rcont,train,Vollguss/Pickelloch belueftet
100156800.png,orig_pers_rinv,train,Vollguss/Pickelloch belueftet
100156800.png,jit_rot_rshrp,train,Vollguss/Pickelloch belueftet
100156800.png,flipv_raff_rcont,train,Vollguss/Pickelloch belueftet
100156800.png,blur_jit_rshrp,train,Vollguss/Pickelloch belueftet
100089000.png,fliph_jit_raff,train,Vollguss/Pickelloch belueftet
100089000.png,fliph_rcont_rinv,train,Vollguss/Pickelloch belueftet
100089000.png,jit_raff_rcont,train,Vollguss/Pickelloch belueftet
100089000.png,blur_pers_rcrop,train,Vollguss/Pickelloch belueftet
100089000.png,fliph_pers_raff,train,Vollguss/Pickelloch belueftet
100089000.png,blur_jit_rot,train,Vollguss/Pickelloch belueftet
100208300.png,fliph_jit_rcrop,train,Vollguss/Pickelloch belueftet
100208300.png,blur_orig_rinv,train,Vollguss/Pickelloch belueftet
100208300.png,flipv_raff_rshrp,train,Vollguss/Pickelloch belueftet
100208300.png,blur_flipv_rcont,train,Vollguss/Pickelloch belueftet
100208300.png,blur_jit_rinv,train,Vollguss/Pickelloch belueftet
100101900.png,orig_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100101900.png,blur_fliph_rot,train,Vollguss/Pickelloch belueftet
100101900.png,blur_flipv_rshrp,train,Vollguss/Pickelloch belueftet
100101900.png,rcont_rinv_rot,train,Vollguss/Pickelloch belueftet
100101900.png,fliph_rcont_rshrp,train,Vollguss/Pickelloch belueftet
